id	count
1266	66
1267	66
1268	66
1269	65
1270	65
1271	65
1272	65
1273	65
1274	65
1275	65
1276	65
1277	65
1278	65
1279	65
1280	65
1281	65
1282	64
1283	64
1284	64
1285	64
1286	64
1287	64
1288	64
1289	64
1290	64
1291	64
1292	64
1293	64
1294	64
1295	63
1296	63
1297	63
1298	63
1299	63
1300	63
1301	63
1302	63
1303	63
1304	63
1305	63
1306	63
1307	63
1308	62
1309	62
1310	62
1311	62
1312	62
1313	62
1314	62
1315	62
1316	62
1317	62
1318	62
1319	62
1320	62
1321	62
1322	62
1323	61
1324	61
1325	61
1326	61
1327	61
1328	61
1329	61
1330	61
1331	61
1332	61
1333	61
1334	61
1335	61
1336	61
1337	61
1338	61
1339	61
1340	61
1341	61
1342	61
1343	60
1344	60
1345	60
1346	60
1347	60
1348	60
1349	60
1350	60
1351	60
1352	60
1353	60
1354	60
1355	60
1356	59
1357	59
1358	59
1359	59
1360	59
1361	59
1362	59
1363	59
1364	59
1365	59
1366	59
1367	59
1368	59
1369	59
1370	59
1371	59
1372	58
1373	58
1374	58
1375	58
1376	58
1377	58
1378	58
1379	58
1380	58
1381	58
1382	58
1383	58
1384	58
1385	57
1386	57
1387	57
1388	57
1389	57
1390	57
1391	57
1392	57
1393	57
1394	57
1395	57
1396	57
1397	56
1398	56
1399	56
1400	56
1401	56
1402	56
1403	56
1404	56
1405	56
1406	56
1407	55
1408	55
1409	55
1410	55
1411	55
1412	55
1413	55
1414	55
1415	55
1416	55
1417	55
1418	55
1419	55
1420	55
1421	54
1422	54
1423	54
1424	54
1425	54
1426	54
1427	54
1428	54
1429	54
1430	54
1431	54
1432	54
1433	54
1434	54
1435	54
1436	54
1437	54
1438	53
1439	53
1440	53
1441	53
1442	53
1443	53
1444	53
1445	53
1446	53
1447	53
1448	53
1449	52
1450	52
1451	52
1452	52
1453	52
1454	52
1455	52
1456	52
1457	52
1458	52
1459	52
1460	52
1461	52
1462	52
1463	52
1464	52
1465	52
1466	52
1467	52
1468	52
1469	52
1470	52
1471	52
1472	52
1473	52
1474	52
1475	52
1476	52
1477	51
1478	51
1479	51
1480	51
1481	51
1482	51
1483	51
1484	51
1485	51
1486	51
1487	51
1488	51
1489	51
1490	51
1491	51
1492	51
1493	51
1494	51
1495	50
1496	50
1497	50
1498	50
1499	50
1500	50
1501	50
1502	50
1503	50
1504	50
1505	50
1506	50
1507	50
1508	50
1509	50
1510	50
1511	50
1512	50
1513	50
1514	50
1515	50
1516	49
1517	49
1518	49
1519	49
1520	49
1521	49
1522	49
1523	49
1524	49
1525	49
1526	49
1527	49
1528	49
1529	49
1530	49
1531	49
1532	49
1533	49
1534	49
1535	49
1536	49
1537	49
1538	49
1539	49
1540	49
1541	48
1542	48
1543	48
1544	48
1545	48
1546	48
1547	48
1548	48
1549	48
1550	48
1551	48
1552	48
1553	48
1554	48
1555	48
1556	48
1557	48
1558	47
1559	47
1560	47
1561	47
1562	47
1563	47
1564	47
1565	47
1566	47
1567	47
1568	47
1569	47
1570	47
1571	47
1572	47
1573	47
1574	47
1575	47
1576	47
1577	47
1578	46
1579	46
1580	46
1581	46
1582	46
1583	46
1584	46
1585	46
1586	46
1587	46
1588	46
1589	46
1590	46
1591	46
1592	46
1593	46
1594	46
1595	46
1596	46
1597	46
1598	46
1599	46
1600	46
1601	46
1602	45
1603	45
1604	45
1605	45
1606	45
1607	45
1608	45
1609	45
1610	45
1611	45
1612	45
1613	45
1614	45
1615	45
1616	45
1617	45
1618	45
1619	45
1620	45
1621	45
1622	45
1623	45
1624	44
1625	44
1626	44
1627	44
1628	44
1629	44
1630	44
1631	44
1632	44
1633	44
1634	44
1635	44
1636	44
1637	44
1638	44
1639	44
1640	44
1641	44
1642	44
1643	44
1644	44
1645	44
1646	44
1647	44
1648	44
1649	44
1650	44
1651	44
1652	44
1653	43
1654	43
1655	43
1656	43
1657	43
1658	43
1659	43
1660	43
1661	43
1662	43
1663	43
1664	43
1665	43
1666	43
1667	43
1668	43
1669	43
1670	43
1671	43
1672	43
1673	43
1674	43
1675	43
1676	42
1677	42
1678	42
1679	42
1680	42
1681	42
1682	42
1683	42
1684	42
1685	42
1686	42
1687	42
1688	42
1689	42
1690	42
1691	42
1692	42
1693	42
1694	42
1695	42
1696	41
1697	41
1698	41
1699	41
1700	41
1701	41
1702	41
1703	41
1704	41
1705	41
1706	41
1707	41
1708	41
1709	41
1710	41
1711	41
1712	41
1713	41
1714	41
1715	41
1716	41
1717	41
1718	41
1719	41
1720	41
1721	41
1722	41
1723	41
1724	41
1725	40
1726	40
1727	40
1728	40
1729	40
1730	40
1731	40
1732	40
1733	40
1734	40
1735	40
1736	40
1737	40
1738	40
1739	40
1740	40
1741	40
1742	40
1743	40
1744	40
1745	40
1746	40
1747	40
1748	40
1749	40
1750	40
1751	40
1752	40
1753	40
1754	40
1755	40
1756	39
1757	39
1758	39
1759	39
1760	39
1761	39
1762	39
1763	39
1764	39
1765	39
1766	39
1767	39
1768	39
1769	39
1770	39
1771	39
1772	39
1773	39
1774	39
1775	39
1776	39
1777	39
1778	39
1779	39
1780	39
1781	39
1782	38
1783	38
1784	38
1785	38
1786	38
1787	38
1788	38
1789	38
1790	38
1791	38
1792	38
1793	38
1794	38
1795	38
1796	38
1797	38
1798	38
1799	38
1800	38
1801	38
1802	38
1803	38
1804	38
1805	38
1806	38
1807	38
1808	37
1809	37
1810	37
1811	37
1812	37
1813	37
1814	37
1815	37
1816	37
1817	37
1818	37
1819	37
1820	37
1821	37
1822	37
1823	37
1824	37
1825	37
1826	37
1827	37
1828	37
1829	37
1830	37
1831	37
1832	37
1833	37
1834	37
1835	37
1836	37
1837	37
1838	37
1839	37
1840	37
1841	37
1842	37
1843	37
1844	37
1845	37
1846	37
1847	37
1848	37
1849	37
1850	37
1851	37
1852	36
1853	36
1854	36
1855	36
1856	36
1857	36
1858	36
1859	36
1860	36
1861	36
1862	36
1863	36
1864	36
1865	36
1866	36
1867	36
1868	36
1869	36
1870	36
1871	36
1872	36
1873	36
1874	36
1875	36
1876	36
1877	36
1878	36
1879	36
1880	36
1881	36
1882	36
1883	36
1884	36
1885	36
1886	36
1887	36
1888	36
1889	36
1890	36
1891	36
1892	36
1893	36
1894	36
1895	36
1896	35
1897	35
1898	35
1899	35
1900	35
1901	35
1902	35
1903	35
1904	35
1905	35
1906	35
1907	35
1908	35
1909	35
1910	35
1911	35
1912	35
1913	35
1914	35
1915	35
1916	35
1917	35
1918	35
1919	35
1920	35
1921	35
1922	35
1923	35
1924	35
1925	34
1926	34
1927	34
1928	34
1929	34
1930	34
1931	34
1932	34
1933	34
1934	34
1935	34
1936	34
1937	34
1938	34
1939	34
1940	34
1941	34
1942	34
1943	34
1944	34
1945	34
1946	34
1947	34
1948	34
1949	34
1950	34
1951	34
1952	34
1953	34
1954	34
1955	34
1956	34
1957	34
1958	34
1959	34
1960	34
1961	34
1962	34
1963	34
1964	33
1965	33
1966	33
1967	33
1968	33
1969	33
1970	33
1971	33
1972	33
1973	33
1974	33
1975	33
1976	33
1977	33
1978	33
1979	33
1980	33
1981	33
1982	33
1983	33
1984	33
1985	33
1986	33
1987	33
1988	33
1989	33
1990	33
1991	33
1992	33
1993	32
1994	32
1995	32
1996	32
1997	32
1998	32
1999	32
2000	32
2001	32
2002	32
2003	32
2004	32
2005	32
2006	32
2007	32
2008	32
2009	32
2010	32
2011	32
2012	32
2013	32
2014	32
2015	32
2016	32
2017	32
2018	32
2019	32
2020	32
2021	32
2022	32
2023	32
2024	32
2025	32
2026	32
2027	32
2028	32
2029	32
2030	32
2031	32
2032	32
2033	32
2034	32
2035	32
2036	31
2037	31
2038	31
2039	31
2040	31
2041	31
2042	31
2043	31
2044	31
2045	31
2046	31
2047	31
2048	31
2049	31
2050	31
2051	31
2052	31
2053	31
2054	31
2055	31
2056	31
2057	31
2058	31
2059	31
2060	31
2061	31
2062	31
2063	31
2064	31
2065	31
2066	31
2067	31
2068	31
2069	31
2070	31
2071	31
2072	31
2073	31
2074	31
2075	30
2076	30
2077	30
2078	30
2079	30
2080	30
2081	30
2082	30
2083	30
2084	30
2085	30
2086	30
2087	30
2088	30
2089	30
2090	30
2091	30
2092	30
2093	30
2094	30
2095	30
2096	30
2097	30
2098	30
2099	30
2100	30
2101	30
2102	30
2103	30
2104	30
2105	30
2106	30
2107	30
2108	30
2109	30
2110	30
2111	30
2112	30
2113	30
2114	30
2115	30
2116	29
2117	29
2118	29
2119	29
2120	29
2121	29
2122	29
2123	29
2124	29
2125	29
2126	29
2127	29
2128	29
2129	29
2130	29
2131	29
2132	29
2133	29
2134	29
2135	29
2136	29
2137	29
2138	29
2139	29
2140	29
2141	29
2142	29
2143	29
2144	29
2145	29
2146	29
2147	29
2148	29
2149	28
2150	28
2151	28
2152	28
2153	28
2154	28
2155	28
2156	28
2157	28
2158	28
2159	28
2160	28
2161	28
2162	28
2163	28
2164	28
2165	28
2166	28
2167	28
2168	28
2169	28
2170	28
2171	28
2172	28
2173	28
2174	28
2175	28
2176	28
2177	28
2178	28
2179	28
2180	28
2181	28
2182	28
2183	28
2184	28
2185	28
2186	28
2187	28
2188	27
2189	27
2190	27
2191	27
2192	27
2193	27
2194	27
2195	27
2196	27
2197	27
2198	27
2199	27
2200	27
2201	27
2202	27
2203	27
2204	27
2205	27
2206	27
2207	27
2208	27
2209	27
2210	27
2211	27
2212	27
2213	27
2214	27
2215	27
2216	27
2217	27
2218	27
2219	27
2220	27
2221	27
2222	27
2223	27
2224	27
2225	27
2226	27
2227	27
2228	27
2229	27
2230	27
2231	27
2232	27
2233	27
2234	27
2235	27
2236	27
2237	27
2238	27
2239	27
2240	27
2241	26
2242	26
2243	26
2244	26
2245	26
2246	26
2247	26
2248	26
2249	26
2250	26
2251	26
2252	26
2253	26
2254	26
2255	26
2256	26
2257	26
2258	26
2259	26
2260	26
2261	26
2262	26
2263	26
2264	26
2265	26
2266	26
2267	26
2268	26
2269	26
2270	26
2271	26
2272	26
2273	26
2274	26
2275	26
2276	26
2277	26
2278	26
2279	26
2280	26
2281	26
2282	26
2283	26
2284	26
2285	26
2286	26
2287	26
2288	26
2289	25
2290	25
2291	25
2292	25
2293	25
2294	25
2295	25
2296	25
2297	25
2298	25
2299	25
2300	25
2301	25
2302	25
2303	25
2304	25
2305	25
2306	25
2307	25
2308	25
2309	25
2310	25
2311	25
2312	25
2313	25
2314	25
2315	25
2316	25
2317	25
2318	25
2319	25
2320	25
2321	25
2322	25
2323	25
2324	25
2325	25
2326	25
2327	25
2328	25
2329	25
2330	25
2331	25
2332	25
2333	25
2334	25
2335	25
2336	25
2337	25
2338	25
2339	25
2340	25
2341	25
2342	25
2343	25
2344	25
2345	25
2346	25
2347	25
2348	24
2349	24
2350	24
2351	24
2352	24
2353	24
2354	24
2355	24
2356	24
2357	24
2358	24
2359	24
2360	24
2361	24
2362	24
2363	24
2364	24
2365	24
2366	24
2367	24
2368	24
2369	24
2370	24
2371	24
2372	24
2373	24
2374	24
2375	24
2376	24
2377	24
2378	24
2379	24
2380	24
2381	24
2382	24
2383	24
2384	24
2385	24
2386	24
2387	24
2388	24
2389	24
2390	24
2391	24
2392	24
2393	24
2394	24
2395	24
2396	24
2397	24
2398	24
2399	24
2400	24
2401	23
2402	23
2403	23
2404	23
2405	23
2406	23
2407	23
2408	23
2409	23
2410	23
2411	23
2412	23
2413	23
2414	23
2415	23
2416	23
2417	23
2418	23
2419	23
2420	23
2421	23
2422	23
2423	23
2424	23
2425	23
2426	23
2427	23
2428	23
2429	23
2430	23
2431	23
2432	23
2433	23
2434	23
2435	23
2436	23
2437	23
2438	23
2439	23
2440	23
2441	23
2442	23
2443	23
2444	23
2445	23
2446	23
2447	23
2448	23
2449	23
2450	23
2451	23
2452	23
2453	23
2454	23
2455	23
2456	23
2457	23
2458	23
2459	23
2460	23
2461	23
2462	23
2463	23
2464	23
2465	23
2466	23
2467	23
2468	23
2469	23
2470	22
2471	22
2472	22
2473	22
2474	22
2475	22
2476	22
2477	22
2478	22
2479	22
2480	22
2481	22
2482	22
2483	22
2484	22
2485	22
2486	22
2487	22
2488	22
2489	22
2490	22
2491	22
2492	22
2493	22
2494	22
2495	22
2496	22
2497	22
2498	22
2499	22
2500	22
2501	22
2502	22
2503	22
2504	22
2505	22
2506	22
2507	22
2508	22
2509	22
2510	22
2511	22
2512	22
2513	22
2514	22
2515	22
2516	22
2517	22
2518	22
2519	22
2520	22
2521	22
2522	22
2523	22
2524	22
2525	22
2526	22
2527	22
2528	22
2529	22
2530	22
2531	22
2532	22
2533	22
2534	22
2535	22
2536	22
2537	22
2538	22
2539	22
2540	22
2541	22
2542	22
2543	22
2544	22
2545	22
2546	22
2547	22
2548	22
2549	22
2550	22
2551	21
2552	21
2553	21
2554	21
2555	21
2556	21
2557	21
2558	21
2559	21
2560	21
2561	21
2562	21
2563	21
2564	21
2565	21
2566	21
2567	21
2568	21
2569	21
2570	21
2571	21
2572	21
2573	21
2574	21
2575	21
2576	21
2577	21
2578	21
2579	21
2580	21
2581	21
2582	21
2583	21
2584	21
2585	21
2586	21
2587	21
2588	21
2589	21
2590	21
2591	21
2592	21
2593	21
2594	21
2595	21
2596	21
2597	21
2598	21
2599	21
2600	21
2601	21
2602	21
2603	21
2604	21
2605	21
2606	21
2607	21
2608	21
2609	21
2610	21
2611	21
2612	21
2613	21
2614	21
2615	20
2616	20
2617	20
2618	20
2619	20
2620	20
2621	20
2622	20
2623	20
2624	20
2625	20
2626	20
2627	20
2628	20
2629	20
2630	20
2631	20
2632	20
2633	20
2634	20
2635	20
2636	20
2637	20
2638	20
2639	20
2640	20
2641	20
2642	20
2643	20
2644	20
2645	20
2646	20
2647	20
2648	20
2649	20
2650	20
2651	20
2652	20
2653	20
2654	20
2655	20
2656	20
2657	20
2658	20
2659	20
2660	20
2661	20
2662	20
2663	20
2664	20
2665	20
2666	20
2667	20
2668	20
2669	20
2670	20
2671	20
2672	20
2673	20
2674	20
2675	20
2676	20
2677	20
2678	20
2679	20
2680	20
2681	20
2682	20
2683	20
2684	20
2685	19
2686	19
2687	19
2688	19
2689	19
2690	19
2691	19
2692	19
2693	19
2694	19
2695	19
2696	19
2697	19
2698	19
2699	19
2700	19
2701	19
2702	19
2703	19
2704	19
2705	19
2706	19
2707	19
2708	19
2709	19
2710	19
2711	19
2712	19
2713	19
2714	19
2715	19
2716	19
2717	19
2718	19
2719	19
2720	19
2721	19
2722	19
2723	19
2724	19
2725	19
2726	19
2727	19
2728	19
2729	19
2730	19
2731	19
2732	19
2733	19
2734	19
2735	19
2736	19
2737	19
2738	19
2739	19
2740	19
2741	19
2742	19
2743	19
2744	19
2745	19
2746	19
2747	19
2748	19
2749	19
2750	19
2751	19
2752	19
2753	19
2754	19
2755	19
2756	19
2757	19
2758	19
2759	19
2760	19
2761	19
2762	19
2763	19
2764	19
2765	19
2766	19
2767	19
2768	19
2769	19
2770	19
2771	19
2772	18
2773	18
2774	18
2775	18
2776	18
2777	18
2778	18
2779	18
2780	18
2781	18
2782	18
2783	18
2784	18
2785	18
2786	18
2787	18
2788	18
2789	18
2790	18
2791	18
2792	18
2793	18
2794	18
2795	18
2796	18
2797	18
2798	18
2799	18
2800	18
2801	18
2802	18
2803	18
2804	18
2805	18
2806	18
2807	18
2808	18
2809	18
2810	18
2811	18
2812	18
2813	18
2814	18
2815	18
2816	18
2817	18
2818	18
2819	18
2820	18
2821	18
2822	18
2823	18
2824	18
2825	18
2826	18
2827	18
2828	18
2829	18
2830	18
2831	18
2832	18
2833	18
2834	18
2835	18
2836	18
2837	18
2838	18
2839	18
2840	18
2841	18
2842	18
2843	18
2844	18
2845	18
2846	18
2847	18
2848	18
2849	18
2850	18
2851	18
2852	18
2853	18
2854	18
2855	18
2856	18
2857	18
2858	18
2859	18
2860	18
2861	18
2862	18
2863	18
2864	18
2865	18
2866	18
2867	18
2868	18
2869	18
2870	18
2871	18
2872	17
2873	17
2874	17
2875	17
2876	17
2877	17
2878	17
2879	17
2880	17
2881	17
2882	17
2883	17
2884	17
2885	17
2886	17
2887	17
2888	17
2889	17
2890	17
2891	17
2892	17
2893	17
2894	17
2895	17
2896	17
2897	17
2898	17
2899	17
2900	17
2901	17
2902	17
2903	17
2904	17
2905	17
2906	17
2907	17
2908	17
2909	17
2910	17
2911	17
2912	17
2913	17
2914	17
2915	17
2916	17
2917	17
2918	17
2919	17
2920	17
2921	17
2922	17
2923	17
2924	17
2925	17
2926	17
2927	17
2928	17
2929	17
2930	17
2931	17
2932	17
2933	17
2934	17
2935	17
2936	17
2937	17
2938	17
2939	17
2940	17
2941	17
2942	17
2943	17
2944	17
2945	17
2946	17
2947	17
2948	17
2949	17
2950	17
2951	17
2952	17
2953	17
2954	17
2955	17
2956	17
2957	17
2958	17
2959	17
2960	17
2961	17
2962	17
2963	17
2964	17
2965	17
2966	17
2967	17
2968	17
2969	17
2970	17
2971	17
2972	17
2973	17
2974	17
2975	17
2976	17
2977	17
2978	17
2979	17
2980	17
2981	17
